web-scraper-order,web-scraper-start-url,building_name,address,units,stories,year,type,neighborhood,amenities,buildings,buildings-href
"1533930478-369","http://yddevelopment.herokuapp.com/125buildings2.","Building: 153 West 133rd Street","153 West 133rd Street, New York, NY, 10030","17 units","5 stories","Built in 1915","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/153-West-133rd-Street-10030"
"1533930037-253","http://yddevelopment.herokuapp.com/125buildings2.","House: 229 West 135th Street","229 West 135th Street, New York, NY, 10030","8 units","5 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/229-West-135th-Street-10030"
"1533929938-223","http://yddevelopment.herokuapp.com/125buildings2.","House: 248 West 137th Street","248 West 137th Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/248-West-137th-Street-10030"
"1533929818-188","http://yddevelopment.herokuapp.com/125buildings2.","Building: 112 West 139th Street","112 West 139th Street, New York, NY, 10030","10 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/112-West-139th-Street-10030"
"1533930056-258","http://yddevelopment.herokuapp.com/125buildings2.","House: 241 West 135th Street","241 West 135th Street, New York, NY, 10030","10 units","5 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/241-West-135th-Street-10030"
"1533929599-134","http://yddevelopment.herokuapp.com/125buildings2.","Building: 153 West 142nd Street","153 West 142nd Street, New York, NY, 10030","10 units","5 stories","Built in 1900","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/153-West-142nd-Street-10030"
"1533930068-262","http://yddevelopment.herokuapp.com/125buildings2.","Building: 230 West 135th Street","230 West 135th Street, New York, NY, 10030","5 units","4 stories","Built in 1910","Rental Building","Central Harlem","null","Building","https://streeteasy.com/building/230-West-135th-Street-10030"
"1533929842-195","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2363 Adam C Powell Boulevard","2363 Adam C Powell Boulevard, New York, NY, 10030","46 units","5 stories","Built in 1920","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

          
              
                  Live-in Super
              
              
                      
      
    

              
          
            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/2363-7th-Avenue-10030"
"1533930125-279","http://yddevelopment.herokuapp.com/125buildings2.","Building: 204 West 133rd Street","204 West 133rd Street, New York, NY, 10030","22 units","5 stories","Built in 1910","Rental Building","Central Harlem","null","Building","https://streeteasy.com/building/204-West-133rd-Street-10030"
"1533929875-204","http://yddevelopment.herokuapp.com/125buildings2.","Building: 111 West 137th Street","111 West 137th Street, New York, NY, 10030","17 units","6 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/111-West-137th-Street-10030"
"1533929767-173","http://yddevelopment.herokuapp.com/125buildings2.","Building: 120 West 140th Street","120 West 140th Street, New York, NY, 10030","125 units","3 stories","Built in 1939","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

          
              
                      
      
    

              
          
            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/120-West-140th-Street-10030"
"1533929328-66","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2368 Adam C Powell Boulevard","2368 Adam C Powell Boulevard, New York, NY, 10030","6 units","4 stories","Built in 1910","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2368-Adam-C-Powell-Blvd-10030"
"1533930965-505","http://yddevelopment.herokuapp.com/125buildings2.","Building: 73 West 130th Street","73 West 130th Street, New York, NY, 10037","9 units","5 stories","Built in 1900","Co-op","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/73-West-130th-Street-10037"
"1533929780-177","http://yddevelopment.herokuapp.com/125buildings2.","Building: 140 West 139th Street","140 West 139th Street, New York, NY, 10030","10 units","5 stories","Has tax abated units","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/140-West-139th-Street-10030"
"1533930292-328","http://yddevelopment.herokuapp.com/125buildings2.","Building: 174 West 136th Street","174 West 136th Street, New York, NY, 10030","16 units","6 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/174-West-136th-Street-10030"
"1533929693-156","http://yddevelopment.herokuapp.com/125buildings2.","Building: 164 West 141st Street","164 West 141st Street, New York, NY, 10030","84 units","5 stories","Built in 1920","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/164-West-141st-Street-10030"
"1533930403-360","http://yddevelopment.herokuapp.com/125buildings2.","Building: 485 Lenox Avenue","485 Lenox Avenue, New York, NY, 10037","160 units","16 stories","Built in 1963","Co-op","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/485-Lenox-Avenue-10037"
"1533929731-164","http://yddevelopment.herokuapp.com/125buildings2.","Building: 100 West 141st Street","100 West 141st Street, New York, NY, 10030","53 units","7 stories","Built in 1920","Co-op","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

        Highlights
        
            
              
                
              
              
                
                  Cats and Dogs Allowed
                
              
            
            
              
                
              
              
                
                  Elevator
                
              
            
            
              
                
              
              
                
                  Part-time Doorman
                
              
            
        
          
              
                  Live-in Super
              
              
                      
      
    

              
          
            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/100-West-141st-Street-10037"
"1533930758-446","http://yddevelopment.herokuapp.com/125buildings2.","Building: 60 West 142nd Street","60 West 142nd Street, New York, NY, 10037","257 units","16 stories","Built in 1959","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

        Highlights
        
            
              
                
              
              
                
                  Elevator
                
              
            
            
              
                
              
              
                
                  Pets Allowed
                
              
            
        
          
              
                  Laundry in Building
              
              
                  Live-in Super
              
              
                  Parking Available
              
              
                      
      
    

              
          
            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/60-West-142nd-Street-10037"
"1533930891-483","http://yddevelopment.herokuapp.com/125buildings2.","Building: 78 West 132nd Street","78 West 132nd Street, New York, NY, 10037","3 units","3 stories","Built in 1880","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/78-West-132nd-Street-10037"
"1533929150-16","http://yddevelopment.herokuapp.com/125buildings2.","Building: 201 West 142nd Street","201 West 142nd Street, New York, NY, 10030","null","null","null","Rental Building","Central Harlem","null","Building","https://streeteasy.com/building/200-West-143rd-Street-10030"
"1533930316-335","http://yddevelopment.herokuapp.com/125buildings2.","Building: 140 West 136th Street","140 West 136th Street, New York, NY, 10030","3 units","3 stories","Built in 1899","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/140-West-136th-Street-10030"
"1533930653-419","http://yddevelopment.herokuapp.com/125buildings2.","House: 147 West 131st Street","147 West 131st Street, New York, NY, 10027","4 units","3 stories","Built in 1900","Four-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/147-West-131st-Street-10027"
"1533930109-274","http://yddevelopment.herokuapp.com/125buildings2.","House: 2274 Adam C Powell Boulevard","2274 Adam C Powell Boulevard, New York, NY, 10030","8 units","5 stories","Built in 1910","Multi-family","Central Harlem","null","Building","https://streeteasy.com/building/2274-Adam-C-Powell-Blvd-10030"
"1533929536-115","http://yddevelopment.herokuapp.com/125buildings2.","House: 2461 Adam C Powell Boulevard","2461 Adam C Powell Boulevard, New York, NY, 10030","17 units","5 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/2461-Adam-C-Powell-Blvd-10030"
"1533929548-118","http://yddevelopment.herokuapp.com/125buildings2.","Building: 148 West 143rd Street","148 West 143rd Street, New York, NY, 10030","null","null","null","Rental Building","Central Harlem","null","Building","https://streeteasy.com/building/148-West-143rd-Street-10030"
"1533930152-287","http://yddevelopment.herokuapp.com/125buildings2.","Building: 101A West 136th Street","101A West 136th Street, New York, NY, 10030","7 units","3 stories","Built in 1920","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/101A-West-136th-Street-10030"
"1533929526-112","http://yddevelopment.herokuapp.com/125buildings2.","House: 159 West 143rd Street","159 West 143rd Street, New York, NY, 10030","15 units","5 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/159-West-143rd-Street-10030"
"1533930225-309","http://yddevelopment.herokuapp.com/125buildings2.","Building: 121 West 136th Street","121 West 136th Street, New York, NY, 10030","10 units","4 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/121-West-136th-Street-10030"
"1533930571-395","http://yddevelopment.herokuapp.com/125buildings2.","House: 120 West 133rd Street","120 West 133rd Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/120-West-133rd-Street-10030"
"1533930115-276","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2268 Adam C Powell Boulevard","2268 Adam C Powell Boulevard, New York, NY, 10030","8 units","5 stories","Built in 1910","Rental Building","Central Harlem","null","Building","https://streeteasy.com/building/2268-Adam-C-Powell-Blvd-10030"
"1533929157-18","http://yddevelopment.herokuapp.com/125buildings2.","House: 228 West 141st Street","228 West 141st Street, New York, NY, 10030","13 units","5 stories","Has tax abated units","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/228-West-141st-Street-10030"
"1533929574-126","http://yddevelopment.herokuapp.com/125buildings2.","House: 649 Lenox Avenue","649 Lenox Avenue, New York, NY, 10037","15 units","6 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/649-Lenox-Avenue-10037"
"1533930135-282","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2256 Adam C Powell Boulevard","2256 Adam C Powell Boulevard, New York, NY, 10027","9 units","5 stories","Has tax abated units","Rental Building","Central Harlem","null","Building","https://streeteasy.com/building/2256-Adam-C-Powell-Blvd-10027"
"1533930380-354","http://yddevelopment.herokuapp.com/125buildings2.","Building: 181 West 135th Street","181 West 135th Street, New York, NY, 10030","24 units","6 stories","Built in 1920","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/181-West-135th-Street-10030"
"1533929797-182","http://yddevelopment.herokuapp.com/125buildings2.","Building: 126 West 139th Street","126 West 139th Street, New York, NY, 10030","15 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/126-West-139th-Street-10030"
"1533930598-403","http://yddevelopment.herokuapp.com/125buildings2.","Building: 119 West 131st Street","119 West 131st Street, New York, NY, 10027","4 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/119-West-131st-Street-10027"
"1533929325-65","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2370 Adam C Powell Boulevard","2370 Adam C Powell Boulevard, New York, NY, 10030","2 units","4 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

        Highlights
        
            
              
                
              
              
                
                  Cats and Dogs Allowed
                
              
            
        
            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2370-Adam-C-Powell-Blvd-10030"
"1533929374-76","http://yddevelopment.herokuapp.com/125buildings2.","Building: 250 West 138th Street","250 West 138th Street, New York, NY, 10030","5 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/250-West-138th-Street-10030"
"1533930672-425","http://yddevelopment.herokuapp.com/125buildings2.","Building: 122 West 131st Street","122 West 131st Street, New York, NY, 10027","4 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

          
              
                  Live-in Super
              
          
            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/122-West-131st-Street-10027"
"1533930215-306","http://yddevelopment.herokuapp.com/125buildings2.","House: 105 West 136th Street","105 West 136th Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/105-West-136th-Street-10030"
"1533929184-26","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2400 Adam C Powell Boulevard","2400 Adam C Powell Boulevard, New York, NY, 10030","54 units","7 stories","Built in 1905","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2400-Adam-C-Powell-Blvd-10030"
"1533929864-201","http://yddevelopment.herokuapp.com/125buildings2.","House: 103 West 137th Street","103 West 137th Street, New York, NY, 10030","10 units","5 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/103-West-137th-Street-10030"
"1533930884-481","http://yddevelopment.herokuapp.com/125buildings2.","House: 66 West 132nd Street","66 West 132nd Street, New York, NY, 10037","3 units","4 stories","Built in 2000","Three-Family Home","Central Harlem","null","Building","https://streeteasy.com/building/66-West-132nd-Street-10037"
"1533929570-125","http://yddevelopment.herokuapp.com/125buildings2.","House: 653 Lenox Avenue","653 Lenox Avenue, New York, NY, 10037","16 units","6 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/653-Lenox-Avenue-10037"
"1533930780-450","http://yddevelopment.herokuapp.com/125buildings2.","Building: 36 West 139th Street","36 West 139th Street, New York, NY, 10037","108 units","6 stories","Built in 1940","null","Manhattan","Amenities
      
      
        StreetEasy Verified","Building","https://streeteasy.com/building/50-West-139th-Street-10037"
"1533930952-501","http://yddevelopment.herokuapp.com/125buildings2.","Building: 69 West 130th Street","69 West 130th Street, New York, NY, 10037","14 units","7 stories","Built in 1920","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/69-West-130th-Street-10037"
"1533929390-79","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2350 Adam C Powell Boulevard","2350 Adam C Powell Boulevard, New York, NY, 10030","3 units","3 stories","Built in 1910","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2350-Adam-C-Powell-Blvd-10030"
"1533929858-199","http://yddevelopment.herokuapp.com/125buildings2.","Building: 539 Lenox Avenue","539 Lenox Avenue, New York, NY, 10037","26 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

          
              
                      
      
    

              
          
            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/539-Lenox-Avenue-10037"
"1533929703-158","http://yddevelopment.herokuapp.com/125buildings2.","Building: 160 West 141st Street","160 West 141st Street, New York, NY, 10030","10 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/160-West-141st-Street-10030"
"1533929405-83","http://yddevelopment.herokuapp.com/125buildings2.","House: 209 West 137th Street","209 West 137th Street, New York, NY, 10030","4 units","3 stories","Built in 1910","Four-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/209-West-137th-Street-10030"
"1533929109-4","http://yddevelopment.herokuapp.com/125buildings2.","House: 309 West 139th Street","309 West 139th Street, New York, NY, 10030","1 unit","3 stories","Built in 1899","Single-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/309-West-139th-Street-10030"
"1533929335-68","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2360 Adam C Powell Boulevard","2360 Adam C Powell Boulevard, New York, NY, 10030","4 units","4 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

        Highlights
        
            
              
                
              
              
                
                  Pets Allowed
                
              
            
        
            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2360-Adam-C-Powell-Blvd-10030"
"1533930848-470","http://yddevelopment.herokuapp.com/125buildings2.","House: 21 West 137th Street","21 West 137th Street, New York, NY, 10037","18 units","6 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/21-West-137th-Street-10037"
"1533929478-99","http://yddevelopment.herokuapp.com/125buildings2.","Building: 145 West 145th Street","145 West 145th Street, New York, NY, 10039","30 units","6 stories","Built in 1926","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 3","Building","https://streeteasy.com/building/145-West-145th-Street-10039"
"1533929467-96","http://yddevelopment.herokuapp.com/125buildings2.","Building: 133 West 145th Street","133 West 145th Street, New York, NY, 10039","30 units","6 stories","Built in 1926","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 3","Building","https://streeteasy.com/building/133-West-145th-Street-10039"
"1533929516-109","http://yddevelopment.herokuapp.com/125buildings2.","House: 145 West 143rd Street","145 West 143rd Street, New York, NY, 10030","19 units","6 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/145-West-143rd-Street-10030"
"1533929643-144","http://yddevelopment.herokuapp.com/125buildings2.","Building: 621 Lenox Avenue","621 Lenox Avenue, New York, NY, 10037","22 units","6 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

          
              
                      
      
    

              
          
            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/621-Lenox-Avenue-10037"
"1533929917-217","http://yddevelopment.herokuapp.com/125buildings2.","House: 236 West 137th Street","236 West 137th Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/236-West-137th-Street-10030"
"1533930958-503","http://yddevelopment.herokuapp.com/125buildings2.","House: 408 Lenox Avenue","408 Lenox Avenue, New York, NY, 10037","9 units","4 stories","Built in 1901","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/408-Lenox-Avenue-10037"
"1533930313-334","http://yddevelopment.herokuapp.com/125buildings2.","Building: 146 West 136th Street","146 West 136th Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/146-West-136th-Street-10030"
"1533930800-456","http://yddevelopment.herokuapp.com/125buildings2.","Building: 42 West 138th Street","42 West 138th Street, New York, NY, 10037","35 units","6 stories","Built in 1925","Co-op","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/42-West-138th-Street-10037"
"1533930871-477","http://yddevelopment.herokuapp.com/125buildings2.","Building: Lenox Terrace","25 West 132nd Street, New York, NY, 10037","286 units","16 stories","Built in 1959","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

        Highlights
        
            
              
                
              
              
                
                  Doorman
                
              
            
            
              
                
              
              
                
                  Elevator
                
              
            
            
              
                
              
              
                
                  Pets Allowed
                
              
            
        
          
              
                  Laundry in Building
              
              
                  Live-in Super
              
              
                  Parking Available
              
              
                      
      
    

              
          
            Outdoor Space
          
              
                  Garden
              
          
            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/25-West-132nd-Street-10037"
"1533930646-417","http://yddevelopment.herokuapp.com/125buildings2.","House: 141 West 131st Street","141 West 131st Street, New York, NY, 10027","4 units","3 stories","Built in 1910","Four-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/141-West-131st-Street-10027"
"1533929474-98","http://yddevelopment.herokuapp.com/125buildings2.","Building: 141 West 145th Street","141 West 145th Street, New York, NY, 10039","32 units","6 stories","Built in 1926","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 3","Building","https://streeteasy.com/building/141-West-145th-Street-10039"
"1533929760-171","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2401 Adam C Powell Boulevard","2401 Adam C Powell Boulevard, New York, NY, 10030","13 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/2401-Adam-C-Powell-Blvd-10030"
"1533929274-50","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2374 Adam C Powell Boulevard","2374 Adam C Powell Boulevard, New York, NY, 10030","4 units","4 stories","Built in 1910","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2374-Adam-C-Powell-Blvd-10030"
"1533929409-84","http://yddevelopment.herokuapp.com/125buildings2.","House: 217 West 137th Street","217 West 137th Street, New York, NY, 10030","3 units","3 stories","Built in 1899","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/217-West-137th-Street-10030"
"1533930163-290","http://yddevelopment.herokuapp.com/125buildings2.","Building: 145 West 136th Street","145 West 136th Street, New York, NY, 10030","11 units","4 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/145-West-136th-Street-10030"
"1533929147-15","http://yddevelopment.herokuapp.com/125buildings2.","Building: 321 West 137th Street","321 West 137th Street, New York, NY, 10030","4 units","3 stories","Built in 1901","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/321-West-137th-Street-10030"
"1533930682-428","http://yddevelopment.herokuapp.com/125buildings2.","House: 140 West 131st Street","140 West 131st Street, New York, NY, 10027","4 units","3 stories","Has tax abated units","Four-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/140-West-131st-Street-10027"
"1533930578-397","http://yddevelopment.herokuapp.com/125buildings2.","Building: 112 West 133rd Street","112 West 133rd Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/112-West-133rd-Street-10030"
"1533930814-460","http://yddevelopment.herokuapp.com/125buildings2.","House: 2252 Fifth Avenue","2252 Fifth Avenue, New York, NY, 10037","18 units","6 stories","Has tax abated units","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/2252-5th-Avenue-10037"
"1533930595-402","http://yddevelopment.herokuapp.com/125buildings2.","House: 113 West 131st Street","113 West 131st Street, New York, NY, 10027","3 units","3 stories","Built in 1910","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/113-West-131st-Street-10027"
"1533930723-438","http://yddevelopment.herokuapp.com/125buildings2.","House: 389 Lenox Avenue","389 Lenox Avenue, New York, NY, 10027","22 units","5 stories","Built in 1905","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/389-Lenox-Avenue-10027"
"1533929319-63","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2376 Adam C Powell Boulevard","2376 Adam C Powell Boulevard, New York, NY, 10030","3 units","4 stories","Built in 1910","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2376-Adam-C-Powell-Blvd-10030"
"1533930894-484","http://yddevelopment.herokuapp.com/125buildings2.","House: 74 West 132nd Street","74 West 132nd Street, New York, NY, 10037","6 units","3 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/74-West-132nd-Street-10037"
"1533930158-289","http://yddevelopment.herokuapp.com/125buildings2.","Townhouse: 135 West 136th Street","135 West 136th Street, New York, NY, 10030","3 units","4 stories","Built in 1910","null","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/135-West-136th-Street-10030"
"1533930827-464","http://yddevelopment.herokuapp.com/125buildings2.","House: 9 West 137th Street","9 West 137th Street, New York, NY, 10037","18 units","6 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/9-West-137th-Street-10037"
"1533929235-38","http://yddevelopment.herokuapp.com/125buildings2.","House: 225 West 139th Street","225 West 139th Street, New York, NY, 10030","3 units","4 stories","Built in 1920","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/225-West-139th-Street-10030"
